ID2005,WTR USED NET FOR EMAIL 2005, WTR USED NET FOR SCHOOL 2005, WTR USED NET TO SHOP 2005,WTR USED NET FOR GAMES 2005,HOW OFN WRY ABT MONEY 2005,HOW OFN WRY ABT FUTURE JOB 2005,HOW OFN FEEL DISCOURAGED 2005,LIKELIHOOD OF DIVORCE 2005,AVG HRS/WK WORKED 2005,HOW OFN MSCLBLD 2005,NMBR OF HRS OF SLP IN 24HR 2005,FREQ OF SNCK INSTD OF MEAL 2005,HOW OFN HAVE DRINKS 2005,ID2007,WTR USED NET FOR EMAIL 2007,WTR USED NET FOR SCHOOL 2007,WTR USED NET TO SHOP 2007,WTR USED NET FOR GAMES 2007,HOW OFN WRY ABT MONEY 2007,HOW OFN WRY ABT FUTURE JOB 2007,HOW OFN FEEL DISCOURAGED 2007,LIKELIHOOD OF DIVORCE 2007,AVG HRS/WK WORKED 2007,HOW OFN MSCLBLD 2007,NMBR OF HRS OF SLP IN 24HR 2007,FREQ OF SNCK INSTD OF MEAL 2007,HOW OFN HAVE DRINKS 2007,FRQ ATD RELIG PAST YR 2007,ID2009,WTR USED NET FOR EMAIL 2009,WTR USED NET FOR SCHOOL 2009,WTR USED NET TO SHOP 2009,WTR USED NET FOR GAMES 2009,HOW OFN WRY ABT MONEY 2009,HOW OFN WRY ABT FUTURE JOB 2009,HOW OFN FEEL DISCOURAGED 2009,LIKELIHOOD OF DIVORCE 2009,AVG HRS/WK WORKED 2009,HOW OFN MSCLBLD 2009,NMBR OF HRS OF SLP IN 24HR 2009,FREQ OF SNCK INSTD OF MEAL 2009,HOW OFN HAVE DRINKS 2009,ID2011,WTR USED NET FOR EMAIL 2011,WTR USED NET FOR SCHOOL 2011,WTR USED NET TO SHOP 2011,WTR USED NET FOR GAMES 2011,HOW OFN WRY ABT MONEY 2011,HOW OFN WRY ABT FUTURE JOB 2011,HOW OFN FEEL DISCOURAGED 2011,LIKELIHOOD OF DIVORCE 2011,AVG HRS/WK WORKED 2011,HOW OFN MSCLBLD 2011,NMBR OF HRS OF SLP IN 24HR 2011,FREQ OF SNCK INSTD OF MEAL 2011,HOW OFN HAVE DRINKS 2011,ID2013,WTR USED NET FOR EMAIL 2013,WTR USED NET FOR SCHOOL 2013,WTR USED NET TO SHOP 2013,WTR USED NET FOR GAMES 2013,HOW OFN WRY ABT MONEY 2013,HOW OFN WRY ABT FUTURE JOB 2013,HOW OFN FEEL DISCOURAGED 2013,LIKELIHOOD OF DIVORCE 2013,AVG HRS/WK WORKED 2013,HOW OFN MSCLBLD 2013,NMBR OF HRS OF SLP IN 24HR 2013,FREQ OF SNCK INSTD OF MEAL 2013,HOW OFN HAVE DRINKS 2013,ID2015,WTR USED NET FOR EMAIL 2015,WTR USED NET FOR SCHOOL 2015,WTR USED NET TO SHOP 2015,WTR USED NET FOR GAMES 2015,HOW OFN WRY ABT MONEY 2015,HOW OFN WRY ABT FUTURE JOB 2015,HOW OFN FEEL DISCOURAGED 2015,LIKELIHOOD OF DIVORCE 2015,AVG HRS/WK WORKED 2015,HOW OFN MSCLBLD 2015,NMBR OF HRS OF SLP IN 24HR 2015,FREQ OF SNCK INSTD OF MEAL 2015,HOW OFN HAVE DRINKS 2015
2769,,,,,,,,,,,,,,3107,,,,,,,,,,,,,,,4018,3,2,1,3,6,6,4,2,30,2,7,4,0,510,4,3,1,2,5,4,3,2,0,1,7,2,0,5516,3,2,1,2,5,6,5,1,0,0,7,4,0,370,3,2,1,3,4,5,4,1,0,0,7,5,0
2769,,,,,,,,,,,,,,3107,,,,,,,,,,,,,,,4018,,,,,,,,,,,,,,510,5,4,1,1,2,2,1,1,0,5,7,5,0,3982,,,,,,,,,,,,,,4544,3,1,1,1,4,2,1,2,0,2,7,5,0
4301,,,,,,,,,,,,,,6511,,,,,,,,,,,,,,,4733,,,,,,,,,,,,,,5921,,,,,,,,,,,,,,7803,4,2,1,1,4,3,4,1,0,2,7,4,0,4480,6,4,1,1,6,3,2,1,40,5,5,4,0
3776,,,,,,,,,,,,,,3140,,,,,,,,,,,,,,,4606,6,4,1,3,2,3,5,1,0,6,8,6,0,6336,6,5,1,3,2,7,6,2,0,5,7,5,0,7753,6,5,1,1,2,5,2,2,0,6,8,5,0,7800,5,7,2,2,1,5,4,2,0,6,8,5,0
3776,,,,,,,,,,,,,,3140,,,,,,,,,,,,,,,4606,,,,,,,,,,,,,,6336,6,4,1,2,6,6,5,2,0,1,9,4,0,7753,6,5,2,2,2,1,2,2,0,1,7,4,1,7859,6,4,2,5,1,1,2,2,40,0,8,4,2
1929,4,2,1,1,5,2,2,2,40,4,5,4,3,3484,6,1,4,4,6,5,5,1,0,0,5,6,3,2,1437,6,5,4,2,4,2,2,2,0,0,5,5,4,6674,5,7,1,5,2,1,3,1,0,0,4,5,5,6424,5,3,3,3,5,2,3,2,0,0,5,5,5,7683,,,,,,,,,,,,,
1929,,,,,,,,,,,,,,1365,2,2,1,1,3,2,2,2,30,3,7,5,0,5,1570,3,1,1,1,6,5,3,1,35,6,7,5,2,7207,5,1,1,2,4,4,3,1,0,0,8,6,2,7688,6,1,1,1,5,4,3,1,0,0,8,4,1,1198,,,,,,,,,,,,,
6431,1,1,1,1,4,1,3,2,0,0,8,5,2,8075,1,1,1,2,3,5,4,2,0,0,8,6,1,0,7722,3,2,1,3,4,4,4,1,0,0,5,6,1,8321,,,,,,,,,,,,,,0,,,,,,,,,,,,,,3478,,,,,,,,,,,,,
2810,,,,,,,,,,,,,,1173,,,,,,,,,,,,,,,6194,,,,,,,,,,,,,,3377,,,,,,,,,,,,,,6526,,,,,,,,,,,,,,4261,5,2,2,1,4,2,3,1,15,3,8,5,0
4489,4,2,1,4,5,2,1,1,0,1,12,2,5,2077,1,7,7,2,3,3,1,1,30,3,12,5,5,0,2968,6,1,1,2,3,1,1,1,0,1,8,2,5,2347,4,7,7,2,1,3,1,1,0,0,7,4,5,1838,,,,,,,,,,,,,,3385,,,,,,,,,,,,,
5368,6,5,2,5,3,2,2,3,0,2,8,2,1,2126,6,1,1,1,3,4,3,2,40,5,8,5,0,4,2833,6,5,1,2,3,3,2,2,40,4,8,5,2,341,2,4,1,5,5,4,4,1,15,5,9,5,4,3845,5,1,1,1,5,5,3,2,0,0,8,6,4,2013,,,,,,,,,,,,,
5368,,,,,,,,,,,,,,2126,6,3,1,1,2,3,2,1,32,2,8,2,0,5,2833,5,4,1,5,2,3,3,2,50,4,8,2,4,2352,5,2,1,2,2,2,2,1,0,0,8,2,4,2044,5,1,2,1,2,3,3,1,0,0,8,2,4,1212,,,,,,,,,,,,,
4489,,,,,,,,,,,,,,2077,5,5,2,1,7,5,3,2,40,2,10,6,0,1,2968,5,4,2,4,4,3,2,1,0,1,8,6,0,1542,5,4,1,2,3,5,3,1,0,5,7,5,1,2378,,,,,,,,,,,,,,0,,,,,,,,,,,,,
5559,,,,,,,,,,,,,,1320,2,1,7,2,7,7,7,3,48,1,8,5,1,3,4241,1,7,7,1,7,1,1,3,0,1,6,1,0,4310,5,2,7,7,7,7,7,5,0,1,8,6,0,7225,3,7,7,7,3,6,6,2,0,1,8,6,0,0,,,,,,,,,,,,,
4692,,,,,,,,,,,,,,712,,,,,,,,,,,,,,,4153,,,,,,,,,,,,,,3583,4,4,1,2,5,4,5,2,0,5,7,6,0,768,6,3,2,1,3,6,6,2,0,2,6,5,0,6796,4,4,2,2,5,5,4,3,0,1,8,2,0
4685,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,3578,,,,,,,,,,,,,,3305,,,,,,,,,,,,,,523,2,1,1,4,6,7,4,2,0,2,12,4,0,5614,2,1,1,6,7,7,6,3,0,2,9,4,0
4692,,,,,,,,,,,,,,712,,,,,,,,,,,,,,,4153,,,,,,,,,,,,,,3583,,,,,,,,,,,,,,768,,,,,,,,,,,,,,6796,5,7,2,3,3,4,2,2,0,6,8,5,0
4599,,,,,,,,,,,,,,784,,,,,,,,,,,,,,,3578,,,,,,,,,,,,,,3305,,,,,,,,,,,,,,523,,,,,,,,,,,,,,5614,1,7,7,3,4,5,5,3,0,4,98,2,0
4755,7,7,7,2,5,6,4,1,0,2,12,5,0,803,1,7,7,7,7,5,5,3,60,5,8,6,2,0,5116,1,7,7,1,7,7,5,2,40,6,8,5,5,8399,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,
4899,,,,,,,,,,,,,,4621,2,2,7,7,2,2,2,1,30,2,8,5,0,5,6841,4,3,1,3,3,5,4,1,0,0,8,4,0,8164,3,4,1,2,4,5,5,2,0,0,8,2,0,7096,1,1,2,1,5,5,4,1,0,0,8,4,0,4455,3,2,1,1,5,6,6,2,0,0,7,2,0
4899,,,,,,,,,,,,,,4621,,,,,,,,,,,,,,,4335,3,3,2,2,1,6,4,2,0,4,7,2,0,7942,3,2,2,3,7,1,2,2,0,4,6,2,0,2397,4,2,2,3,7,6,6,2,0,5,5,5,0,4761,5,1,1,3,6,6,6,2,0,5,8,5,0
1384,,,,,,,,,,,,,,2440,,,,,,,,,,,,,,,1338,,,,,,,,,,,,,,371,3,2,3,1,4,6,3,1,0,2,6,4,0,858,6,3,5,1,6,1,3,2,0,1,7,5,5,5007,6,7,3,7,4,1,1,3,60,0,7,2,5
1384,,,,,,,,,,,,,,2440,,,,,,,,,,,,,,,1338,,,,,,,,,,,,,,371,,,,,,,,,,,,,,858,6,4,2,1,4,3,5,2,0,2,7,5,1,4225,5,4,2,3,2,2,3,2,0,2,8,5,2
4523,3,2,2,1,5,2,1,2,0,6,8,6,2,8110,4,1,1,3,3,1,1,1,0,0,6,6,2,0,7758,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8153,,,,,,,,,,,,,,7987,,,,,,,,,,,,,
3930,6,1,7,6,1,1,1,1,45,6,8,6,4,3450,6,7,1,3,4,1,1,1,0,0,6,5,5,0,7871,6,4,1,4,2,1,1,1,0,0,10,5,4,6305,6,5,1,1,4,1,1,1,0,0,7,4,3,0,,,,,,,,,,,,,,4163,,,,,,,,,,,,,
7000,,,,,,,,,,,,,,145,6,2,7,4,5,4,5,3,0,2,6,6,0,2,3193,6,4,1,5,4,3,5,3,0,2,6,5,4,4650,6,2,1,5,3,3,2,2,0,2,6,5,3,2906,5,3,1,4,2,2,3,2,0,2,6,5,1,3609,4,2,1,4,3,4,3,2,0,4,7,2,1
3930,,,,,,,,,,,,,,2049,6,4,2,3,3,5,5,3,30,5,8,6,5,2,4397,6,5,2,1,3,7,6,2,0,6,7,6,3,7456,6,7,2,1,4,4,4,2,0,0,6,5,3,0,,,,,,,,,,,,,,5196,6,7,2,2,6,5,5,2,0,0,6,5,2
7000,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,3193,6,1,1,1,4,4,3,1,32,6,9,5,0,4650,6,2,1,3,2,5,4,2,0,6,8,4,1,2906,6,1,1,1,3,3,2,1,0,6,6,6,0,3609,5,1,1,1,4,4,4,1,25,6,6,5,0
7318,,,,,,,,,,,,,,5788,,,,,,,,,,,,,,,3273,,,,,,,,,,,,,,6967,6,3,4,2,4,3,3,1,0,3,7,5,0,2907,6,5,2,1,2,1,2,2,0,5,8,4,3,5623,5,4,4,3,3,2,2,1,0,3,8,4,3
5283,,,,,,,,,,,,,,919,,,,,,,,,,,,,,,8398,,,,,,,,,,,,,,1931,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8029,1,1,7,3,7,6,5,1,0,6,6,1,0
5283,,,,,,,,,,,,,,919,,,,,,,,,,,,,,,8398,,,,,,,,,,,,,,1931,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8029,6,4,2,4,2,1,1,3,0,1,8,6,4
838,,,,,,,,,,,,,,5445,,,,,,,,,,,,,,,7595,6,5,2,6,7,7,7,3,0,2,8,6,2,7711,6,1,1,6,7,7,7,5,0,5,5,6,6,6596,3,1,1,2,7,5,4,2,0,1,9,6,6,6653,6,1,1,2,6,2,3,2,40,0,6,6,4
838,,,,,,,,,,,,,,7679,,,,,,,,,,,,,,,7673,,,,,,,,,,,,,,5970,5,5,6,4,4,2,1,2,0,1,8,4,1,7034,6,5,3,1,1,1,1,2,0,0,4,1,0,400,6,7,2,1,2,1,1,2,0,0,5,2,4
2329,4,4,1,2,5,5,5,1,0,5,7,6,0,6464,6,4,2,7,4,5,2,1,38,6,8,6,0,5,1778,6,6,1,1,4,4,2,1,20,4,7,5,3,2847,6,5,2,1,4,5,5,1,0,5,7,5,4,7264,6,4,1,1,5,5,2,1,0,0,7,5,5,1116,,,,,,,,,,,,,
2329,,,,,,,,,,,,,,6464,,,,,,,,,,,,,,,1778,6,1,1,1,6,3,3,1,0,2,8,5,3,2847,5,1,1,3,4,3,5,1,0,6,8,5,3,220,6,1,3,1,5,3,4,1,0,2,8,5,5,6254,6,1,2,1,2,1,1,2,20,0,7,4,4
5819,,,,,,,,,,,,,,8101,,,,,,,,,,,,,,,1684,3,7,7,2,4,4,5,1,0,6,8,5,0,1114,3,4,7,7,5,4,4,1,0,0,8,5,0,9028,4,4,1,7,4,6,5,1,0,0,8,3,4,7006,4,7,4,1,3,3,4,1,0,0,8,1,4
5819,,,,,,,,,,,,,,8101,,,,,,,,,,,,,,,1684,,,,,,,,,,,,,,8095,5,7,2,7,3,3,4,2,0,0,7,4,4,9037,,,,,,,,,,,,,,6640,3,1,2,1,4,4,4,2,0,0,8,4,0
3099,,,,,,,,,,,,,,3240,,,,,,,,,,,,,,,1030,6,5,2,1,5,7,6,2,12,1,7,4,5,5309,6,5,2,1,4,6,2,2,0,1,8,1,5,4334,6,1,1,1,6,4,1,2,0,0,7,1,5,3814,6,7,4,1,1,5,1,1,0,0,7,3,5
3099,,,,,,,,,,,,,,3240,,,,,,,,,,,,,,,1030,,,,,,,,,,,,,,5309,6,3,1,1,7,4,3,2,0,1,7,4,3,2001,5,4,2,1,5,6,3,2,40,5,6,4,5,449,5,5,3,1,7,7,5,4,29,3,7,5,5
2770,6,4,1,1,5,6,6,3,0,5,5,2,5,3310,6,3,7,2,4,2,6,2,0,0,7,5,5,0,2377,5,7,7,7,3,2,5,1,0,0,7,5,5,3468,4,1,1,1,4,2,3,1,0,0,7,5,5,2416,,,,,,,,,,,,,,533,,,,,,,,,,,,,
2770,,,,,,,,,,,,,,2054,,,,,,,,,,,,,,,1873,5,4,1,1,5,4,5,2,0,5,6,5,2,3975,4,3,1,1,4,4,4,2,0,4,5,4,5,971,5,4,1,1,6,2,4,2,0,4,6,5,5,2961,6,1,1,1,6,4,3,2,35,0,6,5,6
5454,,,,,,,,,,,,,,7185,6,3,7,2,7,7,6,0,0,0,10,5,1,5,7866,4,1,1,2,5,4,3,2,0,0,8,2,3,7707,3,6,1,1,7,5,2,1,0,0,7,5,3,0,,,,,,,,,,,,,,4712,4,7,3,3,1,2,1,1,23,0,7,5,0
4624,,,,,,,,,,,,,,6138,5,1,7,2,4,3,3,2,0,4,8,5,1,0,8040,4,1,1,1,7,6,4,0,30,4,11,6,3,6493,5,4,7,2,6,3,4,3,0,4,9,5,3,8052,4,1,1,2,6,6,5,2,0,5,10,5,3,8702,,,,,,,,,,,,,
7047,,,,,,,,,,,,,,3261,,,,,,,,,,,,,,,2448,6,3,2,4,2,4,2,1,0,6,8,5,0,8413,6,5,2,1,2,4,3,1,0,0,8,6,0,3817,5,3,2,1,3,5,4,2,0,0,8,5,1,6075,5,1,1,1,4,2,5,3,30,0,8,5,4
7047,,,,,,,,,,,,,,3261,,,,,,,,,,,,,,,2448,4,1,1,1,5,7,3,3,0,6,6,6,3,8312,3,2,1,1,7,7,4,2,35,6,7,6,1,6740,4,4,1,1,7,6,4,2,0,6,6,5,0,6688,6,5,1,1,7,4,4,2,0,0,5,6,1
2480,4,2,3,7,3,6,2,1,0,4,8,4,1,6353,,,,,,,,,,,,,,,8475,6,2,1,3,7,6,6,2,0,0,7,5,0,0,,,,,,,,,,,,,,8773,5,1,3,4,7,7,5,1,0,0,7,6,1,7115,,,,,,,,,,,,,
2480,,,,,,,,,,,,,,5804,,,,,,,,,,,,,,,1571,,,,,,,,,,,,,,6826,3,7,2,7,1,1,1,1,60,6,4,6,4,5464,4,1,1,3,1,1,1,1,0,0,6,2,4,5810,,,,,,,,,,,,,
6222,1,1,1,4,1,3,1,1,0,1,8,5,0,7248,,,,,,,,,,,,,,,5579,4,1,4,3,4,7,1,3,50,5,5,6,4,3593,6,7,1,1,3,7,1,3,0,5,8,5,4,2215,,,,,,,,,,,,,,8690,,,,,,,,,,,,,
5586,,,,,,,,,,,,,,7791,6,4,4,4,6,7,6,2,0,6,6,5,2,4,7661,5,4,1,3,7,7,6,2,0,0,8,5,0,2951,5,1,1,5,5,6,6,3,0,0,6,6,0,1005,6,1,1,4,5,6,4,3,0,0,8,5,0,5664,6,1,1,3,6,4,3,2,0,0,8,5,0
6222,,,,,,,,,,,,,,7248,,,,,,,,,,,,,,,7461,4,3,1,3,5,6,4,1,0,0,5,2,0,3560,4,1,2,1,5,3,3,1,0,0,5,6,3,5728,3,7,4,1,5,5,4,1,0,0,4,5,2,3875,4,1,2,1,5,6,4,2,60,0,4,5,3
6048,,,,,,,,,,,,,,5168,,,,,,,,,,,,,,,5724,6,1,1,1,4,5,4,2,0,6,5,2,0,2951,6,7,1,2,4,5,2,2,0,2,6,5,1,2793,6,7,2,4,7,4,2,2,0,0,8,5,1,7384,6,1,1,1,7,7,5,5,0,0,8,5,1
6689,,,,,,,,,,,,,,8233,,,,,,,,,,,,,,,8407,,,,,,,,,,,,,,3735,6,2,2,2,1,1,1,3,0,1,8,1,0,6962,,,,,,,,,,,,,,8781,5,7,3,3,1,1,2,2,50,0,7,1,0
6689,,,,,,,,,,,,,,8233,,,,,,,,,,,,,,,8407,,,,,,,,,,,,,,3735,,,,,,,,,,,,,,8481,3,1,1,2,2,3,3,2,0,0,8,4,0,8637,,,,,,,,,,,,,
4054,,,,,,,,,,,,,,5473,,,,,,,,,,,,,,,6714,,,,,,,,,,,,,,3537,,,,,,,,,,,,,,679,6,6,2,1,5,6,2,1,0,1,6,4,4,726,6,4,3,3,5,3,2,2,40,1,6,5,5
4054,,,,,,,,,,,,,,5473,,,,,,,,,,,,,,,6714,,,,,,,,,,,,,,3537,,,,,,,,,,,,,,679,,,,,,,,,,,,,,726,5,4,3,3,4,4,2,2,10,1,7,4,1
4258,0,0,0,0,4,2,2,2,0,5,6,2,1,2006,0,0,0,0,4,4,4,2,40,6,7,5,1,0,7686,1,5,1,4,7,5,5,2,0,0,6,5,1,2157,1,3,7,7,6,4,6,1,0,0,6,5,0,6453,,,,,,,,,,,,,,7069,,,,,,,,,,,,,
4258,4,6,2,2,4,5,4,2,0,6,7,6,0,2006,6,2,1,1,6,6,6,1,0,6,3,6,0,5,4748,5,1,1,1,5,5,5,2,37,6,7,5,2,5613,5,7,7,6,1,7,7,2,0,1,8,6,3,7855,,,,,,,,,,,,,,6600,,,,,,,,,,,,,
5913,6,5,1,2,7,4,3,2,10,2,1,2,0,2721,5,4,1,1,7,6,5,3,25,3,6,5,1,2,1454,6,4,1,1,7,5,3,3,32,4,7,3,4,7702,6,5,1,1,5,5,2,2,0,0,6,4,3,6087,6,1,1,1,5,3,2,2,0,0,8,4,5,1486,,,,,,,,,,,,,
4132,,,,,,,,,,,,,,3777,6,5,2,6,5,6,6,2,6,5,6,5,0,0,1476,,,,,,,,,,,,,,1583,6,6,6,6,6,7,6,2,999,1,4,4,3,8649,6,1,3,6,7,7,7,2,0,6,4,4,3,1490,6,1,3,6,6,6,6,2,0,0,6,4,2
4132,,,,,,,,,,,,,,3777,,,,,,,,,,,,,,,1476,,,,,,,,,,,,,,1583,6,1,1,1,1,1,2,1,37,6,7,4,0,8649,1,1,1,1,2,1,1,1,0,0,7,4,2,69,4,1,1,1,1,2,2,1,0,0,6,5,2
5823,,,,,,,,,,,,,,1098,,,,,,,,,,,,,,,5342,,,,,,,,,,,,,,1698,,,,,,,,,,,,,,6245,,,,,,,,,,,,,,4859,4,5,2,3,5,7,5,2,0,3,8,4,0
3864,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,7127,6,1,1,4,3,2,2,0,50,2,5,5,5,7332,6,1,3,1,3,2,3,2,0,2,5,4,3,7176,6,1,2,1,2,2,2,2,0,0,6,4,3,4019,6,2,1,1,2,3,2,1,0,0,4,6,1
3864,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,7127,,,,,,,,,,,,,,7587,4,1,1,1,7,7,7,3,0,0,4,6,1,7331,0,0,0,0,2,2,3,2,0,0,3,5,2,2543,3,1,1,3,6,6,6,2,30,0,3,6,1
5843,,,,,,,,,,,,,,4241,,,,,,,,,,,,,,,4588,,,,,,,,,,,,,,6743,,,,,,,,,,,,,,924,,,,,,,,,,,,,,1477,6,2,3,5,3,5,2,1,0,5,8,5,0
7532,6,5,2,1,4,4,3,2,0,0,8,6,2,8157,5,3,1,1,4,5,4,2,0,0,6,6,5,2,7693,,,,,,,,,,,,,,7553,6,2,2,2,4,4,4,3,0,0,8,5,3,4656,,,,,,,,,,,,,,8753,,,,,,,,,,,,,
3685,,,,,,,,,,,,,,3155,4,4,7,3,5,4,3,8,40,3,8,5,2,1,8231,2,7,7,4,7,7,5,3,0,6,5,5,4,7177,6,2,7,2,1,3,5,3,0,0,8,4,3,8705,6,2,7,6,7,7,7,3,0,0,6,6,1,7231,5,1,1,6,7,5,6,2,30,0,6,6,4
3685,,,,,,,,,,,,,,3155,,,,,,,,,,,,,,,8231,,,,,,,,,,,,,,6066,,,,,,,,,,,,,,8473,6,6,1,6,7,7,2,2,0,6,5,6,0,1243,4,4,1,4,7,6,5,2,0,6,6,6,2
5568,,,,,,,,,,,,,,2503,,,,,,,,,,,,,,,659,3,4,2,3,3,4,4,2,0,5,7,5,0,7309,3,4,2,4,3,3,4,2,0,2,8,5,3,5970,3,3,2,3,2,2,3,3,0,1,7,5,4,4352,,,,,,,,,,,,,
2619,,,,,,,,,,,,,,2342,6,5,4,1,5,2,2,2,20,6,7,6,3,1,1820,6,2,3,2,3,5,3,2,0,6,8,3,3,6332,4,1,1,1,2,4,2,1,0,0,7,2,4,5363,2,1,2,1,2,3,3,1,0,0,8,3,3,4308,6,1,3,1,1,2,1,1,40,0,6,2,0
2448,6,5,1,2,3,1,5,1,0,3,9,5,1,2750,6,4,1,1,3,2,4,2,20,1,8,5,2,5,2329,6,5,1,2,4,1,5,1,0,3,7,2,3,6447,6,5,1,2,5,5,4,1,0,0,7,5,4,643,6,5,2,1,3,4,2,1,0,0,8,4,4,6376,,,,,,,,,,,,,
2448,,,,,,,,,,,,,,2750,,,,,,,,,,,,,,,2329,,,,,,,,,,,,,,5163,5,4,1,2,1,1,2,1,0,5,8,3,0,1902,6,4,3,2,2,2,2,1,0,5,8,3,1,6020,5,1,5,1,4,3,2,1,29,5,7,2,2
1748,,,,,,,,,,,,,,2781,,,,,,,,,,,,,,,5441,6,7,7,7,4,7,1,4,0,6,8,6,0,4017,3,1,1,3,7,7,6,3,0,6,8,5,2,4626,4,1,1,3,5,5,5,3,0,6,8,6,0,8616,,,,,,,,,,,,,
1315,,,,,,,,,,,,,,2969,,,,,,,,,,,,,,,2380,3,1,7,2,7,5,5,3,0,4,7,5,5,4140,4,2,2,6,6,6,6,2,0,5,8,5,5,3554,3,1,3,4,4,5,5,1,0,0,8,6,2,3542,1,1,1,1,5,5,5,2,0,0,8,5,3
1315,,,,,,,,,,,,,,2969,,,,,,,,,,,,,,,2380,,,,,,,,,,,,,,4140,6,4,2,6,7,4,3,2,0,5,6,4,2,494,,,,,,,,,,,,,,2373,4,1,1,6,6,4,4,2,0,0,7,5,2
1904,,,,,,,,,,,,,,4637,,,,,,,,,,,,,,,6935,,,,,,,,,,,,,,4382,5,5,1,4,3,2,1,1,0,1,8,4,1,4640,6,2,1,4,2,2,2,1,0,0,6,2,3,8521,6,1,1,4,2,2,1,1,0,0,3,5,3
1904,,,,,,,,,,,,,,4637,,,,,,,,,,,,,,,6935,,,,,,,,,,,,,,4382,3,1,1,1,5,4,3,3,0,4,6,3,0,3285,5,4,2,7,7,1,4,1,0,2,6,4,3,4962,6,1,2,1,1,1,1,1,45,0,8,5,4
7839,,,,,,,,,,,,,,5604,,,,,,,,,,,,,,,6952,,,,,,,,,,,,,,4480,,,,,,,,,,,,,,4181,1,1,3,6,1,7,7,2,0,6,7,4,0,6167,7,7,7,3,4,7,7,2,0,0,4,4,0
698,,,,,,,,,,,,,,2753,,,,,,,,,,,,,,,5441,,,,,,,,,,,,,,4017,,,,,,,,,,,,,,4626,5,3,7,7,1,4,6,1,0,3,7,5,2,9023,,,,,,,,,,,,,
6494,,,,,,,,,,,,,,8180,,,,,,,,,,,,,,,6593,,,,,,,,,,,,,,4077,,,,,,,,,,,,,,9002,4,1,2,6,6,2,3,3,0,0,5,6,2,19,6,4,3,6,3,3,3,3,25,0,9,6,0
1904,,,,,,,,,,,,,,4637,,,,,,,,,,,,,,,6935,,,,,,,,,,,,,,4382,,,,,,,,,,,,,,3285,,,,,,,,,,,,,,4066,5,7,7,5,4,4,2,1,50,1,8,5,3
2071,3,3,1,7,7,7,7,5,0,1,4,6,5,5903,,,,,,,,,,,,,,,4838,,,,,,,,,,,,,,7129,3,1,1,1,4,7,7,3,40,2,6,5,3,3891,2,7,3,1,6,4,4,4,0,6,4,2,3,2861,,,,,,,,,,,,,
6304,,,,,,,,,,,,,,1560,6,5,4,2,1,1,1,2,55,1,8,6,2,5,4312,6,1,2,1,1,1,1,1,50,1,8,2,3,8723,6,4,2,1,3,5,5,2,60,1,8,5,2,0,,,,,,,,,,,,,,7804,6,1,4,3,5,3,3,1,50,1,8,6,3
4686,,,,,,,,,,,,,,6042,,,,,,,,,,,,,,,4939,,,,,,,,,,,,,,8435,6,5,1,1,7,5,2,1,0,5,7,4,0,8642,6,5,1,1,5,5,3,2,0,0,7,4,0,1838,6,4,3,1,4,5,3,2,0,0,7,5,0
4686,,,,,,,,,,,,,,6042,,,,,,,,,,,,,,,4939,,,,,,,,,,,,,,8435,,,,,,,,,,,,,,8497,6,2,1,1,1,3,3,5,0,2,10,5,0,9043,,,,,,,,,,,,,
6304,,,,,,,,,,,,,,1560,,,,,,,,,,,,,,,4312,,,,,,,,,,,,,,8723,,,,,,,,,,,,,,0,,,,,,,,,,,,,,7804,6,5,3,2,5,7,7,2,0,6,10,6,3
1166,6,3,2,1,3,6,3,2,23,2,7,5,2,2436,5,3,2,1,4,3,4,2,15,2,8,4,4,2,2881,5,4,2,1,3,2,3,2,45,3,6,4,3,1862,6,3,2,7,2,2,4,2,0,0,7,4,3,5677,6,3,2,1,4,3,4,1,0,0,7,5,4,4501,,,,,,,,,,,,,
1023,,,,,,,,,,,,,,2957,,,,,,,,,,,,,,,4062,5,4,1,1,6,5,1,3,0,1,6,5,0,3259,4,1,4,3,7,7,6,2,0,0,7,2,4,1353,6,6,4,5,6,6,6,2,0,0,5,5,2,2645,6,1,3,1,3,3,4,2,45,0,4,3,0
2350,4,4,1,4,2,5,3,2,0,0,7,4,3,2551,4,4,2,2,3,2,3,2,0,0,7,4,0,6,7297,4,7,1,2,4,6,6,2,0,0,7,5,5,2870,2,1,2,1,3,5,5,2,0,0,7,5,3,8146,,,,,,,,,,,,,,6768,,,,,,,,,,,,,
7927,4,7,7,4,1,3,3,1,0,0,8,5,3,6850,,,,,,,,,,,,,,,6970,4,4,1,1,7,4,5,2,0,0,9,5,4,8673,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,
1600,3,4,7,1,6,7,6,3,30,6,10,6,1,3249,1,1,1,1,7,6,6,2,0,0,5,6,0,4,7147,,,,,,,,,,,,,,8492,,,,,,,,,,,,,,6873,,,,,,,,,,,,,,8075,,,,,,,,,,,,,
